2.916666865348815918e-02,5.416667088866233826e-02,3.333333507180213928e-02,3.750000149011611938e-02,8.333333767950534821e-03,2.083333395421504974e-02,3.333333507180213928e-02,7.083334028720855713e-02,2.791666686534881592e-01,2.500000223517417908e-02,0.000000000000000000e+00,2.083333395421504974e-02,4.583333432674407959e-02,3.750000149011611938e-02,2.083333395421504974e-02,1.666666753590106964e-02,4.583333432674407959e-02,2.500000223517417908e-02,2.916666865348815918e-02,1.666666716337203979e-01
7.373271882534027100e-02,5.990783497691154480e-02,4.147465527057647705e-02,9.677419066429138184e-02,1.843317970633506775e-02,4.147465527057647705e-02,1.843317970633506775e-02,6.912442296743392944e-02,6.451612710952758789e-02,4.608295112848281860e-02,6.451612710952758789e-02,2.304147556424140930e-02,6.912442296743392944e-02,5.529953911900520325e-02,3.225806355476379395e-02,5.529953911900520325e-02,2.304147556424140930e-02,5.069124326109886169e-02,5.990783497691154480e-02,3.686635941267013550e-02
4.784688726067543030e-02,7.655502110719680786e-02,5.980861186981201172e-02,4.545454308390617371e-02,2.631578780710697174e-02,2.392344363033771515e-02,1.913875527679920197e-02,5.502391979098320007e-02,1.339712888002395630e-01,4.066985473036766052e-02,2.631578780710697174e-02,4.066985473036766052e-02,7.655502110719680786e-02,5.023923143744468689e-02,5.023923143744468689e-02,2.392344363033771515e-02,4.784688726067543030e-02,6.220095604658126831e-02,3.110047802329063416e-02,6.220095604658126831e-02
4.377880319952964783e-02,5.760368704795837402e-02,2.534562163054943085e-02,5.990783497691154480e-02,2.304147556424140930e-02,2.304147556424140930e-02,3.686635941267013550e-02,5.529953911900520325e-02,1.290322542190551758e-01,4.147465527057647705e-02,2.304147556424140930e-02,4.377880319952964783e-02,6.221198290586471558e-02,5.760368704795837402e-02,2.304147556424140930e-02,4.377880319952964783e-02,5.529953911900520325e-02,3.225806355476379395e-02,7.603686302900314331e-02,8.755760639905929565e-02
5.586592108011245728e-02,3.910614550113677979e-02,1.955307275056838989e-02,3.631284832954406738e-02,1.117318402975797653e-02,3.351955115795135498e-02,2.234636805951595306e-02,5.865921452641487122e-02,1.983240097761154175e-01,1.396648027002811432e-02,5.865921452641487122e-02,5.027932673692703247e-02,7.821229100227355957e-02,5.307262390851974487e-02,4.189943894743919373e-02,4.748603329062461853e-02,1.955307275056838989e-02,6.983239948749542236e-02,2.793296054005622864e-02,6.424580514430999756e-02
5.089820548892021179e-02,6.586826592683792114e-02,3.892215713858604431e-02,2.395209670066833496e-02,5.988024175167083740e-03,3.592814505100250244e-02,2.395209670066833496e-02,4.790419340133666992e-02,1.616766452789306641e-01,3.293413296341896057e-02,5.988024175167083740e-03,5.089820548892021179e-02,5.988024175167083740e-02,5.688622966408729553e-02,5.389221757650375366e-02,3.293413296341896057e-02,4.191616922616958618e-02,1.017964109778404236e-01,3.892215713858604431e-02,6.886227428913116455e-02
7.332292944192886353e-02,9.828393161296844482e-02,4.212168604135513306e-02,4.992199689149856567e-02,3.588143363595008850e-02,3.744149953126907349e-02,1.154446154832839966e-01,4.368174821138381958e-02,2.496099844574928284e-02,5.148205906152725220e-02,9.360374882817268372e-03,3.432137146592140198e-02,2.808112278580665588e-02,4.368174821138381958e-02,1.872074976563453674e-02,1.060842424631118774e-01,3.120124712586402893e-02,6.396255642175674438e-02,3.432137146592140198e-02,5.772230774164199829e-02
7.568112760782241821e-02,7.467205077409744263e-02,2.825428918004035950e-02,5.146316811442375183e-02,4.944500327110290527e-02,6.659939140081405640e-02,4.944500327110290527e-02,5.247224867343902588e-02,2.522704377770423889e-02,3.935418650507926941e-02,3.632694110274314880e-02,3.229061514139175415e-02,2.825428918004035950e-02,5.549949407577514648e-02,6.760847568511962891e-02,8.476286381483078003e-02,4.439959675073623657e-02,5.549949407577514648e-02,4.843592271208763123e-02,3.430877998471260071e-02
4.052287712693214417e-02,7.581699639558792114e-02,2.745098061859607697e-02,3.267974033951759338e-02,1.830065436661243439e-02,6.274510174989700317e-02,1.568627506494522095e-01,2.614379115402698517e-02,5.098039284348487854e-02,3.398692980408668518e-02,2.745098061859607697e-02,1.699346490204334259e-02,1.150326803326606750e-01,4.836601391434669495e-02,4.313725605607032776e-02,9.934640675783157349e-02,3.660130873322486877e-02,3.137255087494850159e-02,3.006535954773426056e-02,2.614379115402698517e-02
4.830917716026306152e-02,7.729468494653701782e-02,5.797101557254791260e-02,4.830917716026306152e-02,3.864734247326850891e-02,2.898550778627395630e-02,5.314009636640548706e-02,2.898550778627395630e-02,7.729468494653701782e-02,6.280193477869033813e-02,6.763284653425216675e-02,4.830917716026306152e-02,3.864734247326850891e-02,6.763284653425216675e-02,2.898550778627395630e-02,1.449275389313697815e-02,6.763284653425216675e-02,5.314009636640548706e-02,5.797101557254791260e-02,3.381642326712608337e-02
