7.868852466344833374e-02,5.573770403861999512e-02,4.590164124965667725e-02,5.245901644229888916e-02,5.245901644229888916e-02,4.262294992804527283e-02,3.278688341379165649e-02,8.196721225976943970e-02,3.278688341379165649e-02,5.245901644229888916e-02,4.262294992804527283e-02,6.229508295655250549e-02,4.918032884597778320e-02,6.229508295655250549e-02,4.590164124965667725e-02,4.918032884597778320e-02,1.639344170689582825e-02,3.606557473540306091e-02,4.262294992804527283e-02,6.557376682758331299e-02
3.448275849223136902e-02,1.567398011684417725e-02,5.956112593412399292e-02,5.329153314232826233e-02,2.821316570043563843e-02,4.388714581727981567e-02,6.269592046737670898e-02,6.269592046737670898e-02,4.702194407582283020e-02,6.583072245121002197e-02,6.269592046737670898e-02,6.896551698446273804e-02,3.761755302548408508e-02,8.463949710130691528e-02,5.329153314232826233e-02,7.836990058422088623e-02,5.015673860907554626e-02,2.194357290863990784e-02,3.761755302548408508e-02,3.134796023368835449e-02
2.966841310262680054e-02,4.013961553573608398e-02,2.443281002342700958e-02,5.410122126340866089e-02,2.966841310262680054e-02,4.886562004685401917e-02,3.141361474990844727e-02,9.075044095516204834e-02,4.537522047758102417e-02,7.155323028564453125e-02,5.061082169413566589e-02,7.853402942419052124e-02,6.980802863836288452e-02,4.013961553573608398e-02,4.013961553573608398e-02,6.631762534379959106e-02,5.235601961612701416e-02,2.792321145534515381e-02,5.235601961612701416e-02,5.584642291069030762e-02
9.073358774185180664e-02,3.667953610420227051e-02,2.895752899348735809e-02,5.791505798697471619e-02,4.633204638957977295e-02,3.667953610420227051e-02,4.054053872823715210e-02,2.895752899348735809e-02,6.177606061100959778e-02,5.405405163764953613e-02,3.861003741621971130e-02,4.440154507756233215e-02,2.895752899348735809e-02,4.633204638957977295e-02,3.088803030550479889e-02,5.019304901361465454e-02,8.494208008050918579e-02,7.142856717109680176e-02,7.722007483243942261e-02,4.440154507756233215e-02
6.591957807540893555e-02,1.239288002252578735e-01,9.953855723142623901e-02,4.812129214406013489e-02,5.669083446264266968e-02,3.559657186269760132e-02,6.064600870013237000e-02,1.779828593134880066e-02,2.570863440632820129e-02,3.164139762520790100e-02,3.164139762520790100e-02,5.998681485652923584e-02,3.955174610018730164e-02,3.625576570630073547e-02,4.548450931906700134e-02,2.702702581882476807e-02,4.087013751268386841e-02,8.239947259426116943e-02,2.834541723132133484e-02,4.284772649407386780e-02
3.040540590882301331e-02,2.927928045392036438e-02,3.828828781843185425e-02,2.702702768146991730e-02,3.378378599882125854e-02,3.490991145372390747e-02,3.490991145372390747e-02,9.121622145175933838e-02,2.364864945411682129e-02,9.684684872627258301e-02,4.054054245352745056e-02,1.137387380003929138e-01,6.531531363725662231e-02,5.968468636274337769e-02,3.265765681862831116e-02,5.518018081784248352e-02,4.617117345333099365e-02,4.842342436313629150e-02,6.869369745254516602e-02,2.927928045392036438e-02
4.482225328683853149e-02,6.800618022680282593e-02,2.627511508762836456e-02,6.027820706367492676e-02,5.409582704305648804e-02,4.018547013401985168e-02,4.327666014432907104e-02,5.255023017525672913e-02,5.564142018556594849e-02,7.109737396240234375e-02,3.554868698120117188e-02,8.964450657367706299e-02,8.655332028865814209e-02,4.327666014432907104e-02,4.791344702243804932e-02,3.863987326622009277e-02,3.554868698120117188e-02,2.472952008247375488e-02,4.791344702243804932e-02,3.400309011340141296e-02
6.672678142786026001e-02,7.394048571586608887e-02,6.131650134921073914e-02,3.246167674660682678e-02,5.410279706120491028e-02,2.705139853060245514e-02,3.967538475990295410e-02,3.606852889060974121e-02,4.869251698255538940e-02,5.861136317253112793e-02,3.336339071393013000e-02,6.131650134921073914e-02,6.582506746053695679e-02,4.328223690390586853e-02,4.057709872722625732e-02,5.229936912655830383e-02,3.516681864857673645e-02,5.951307713985443115e-02,4.688908904790878296e-02,6.311992555856704712e-02
2.819653786718845367e-02,6.979341059923171997e-02,8.514795452356338501e-02,4.690117016434669495e-02,6.337241828441619873e-02,4.383026063442230225e-02,4.969290643930435181e-02,2.680066972970962524e-02,7.649357616901397705e-02,4.327191412448883057e-02,3.545505180954933167e-02,4.913455992937088013e-02,2.010050229728221893e-02,4.103852435946464539e-02,5.639307573437690735e-02,3.657174482941627502e-02,7.174762338399887085e-02,5.695142224431037903e-02,6.811836361885070801e-02,3.098827414214611053e-02
1.042743101716041565e-01,1.056834235787391663e-01,7.092531770467758179e-02,3.898543864488601685e-02,6.341005116701126099e-02,3.710662573575973511e-02,3.851573541760444641e-02,1.596993952989578247e-02,2.348520420491695404e-02,2.959135919809341431e-02,4.650070518255233765e-02,6.200094148516654968e-02,6.200094148516654968e-02,4.884922504425048828e-02,4.415218532085418701e-02,3.240958228707313538e-02,3.240958228707313538e-02,5.918271839618682861e-02,1.409112289547920227e-02,7.045561820268630981e-02
4.536082595586776733e-02,6.391752511262893677e-02,5.051546543836593628e-02,4.123711585998535156e-02,7.010309398174285889e-02,5.463917553424835205e-02,4.123711585998535156e-02,5.051546543836593628e-02,3.298969194293022156e-02,8.350516110658645630e-02,6.082474440336227417e-02,6.804124265909194946e-02,3.298969194293022156e-02,5.051546543836593628e-02,5.257732048630714417e-02,4.536082595586776733e-02,5.257732048630714417e-02,5.773195996880531311e-02,2.371134050190448761e-02,2.164948545396327972e-02
5.511811003088951111e-02,3.464566916227340698e-02,3.307086601853370667e-02,5.669291317462921143e-02,6.614173203706741333e-02,5.039370059967041016e-02,4.724409431219100952e-02,9.763779491186141968e-02,5.826771631836891174e-02,7.874015718698501587e-02,5.039370059967041016e-02,4.724409431219100952e-02,4.881889745593070984e-02,3.779527544975280762e-02,3.149606287479400635e-02,7.244094461202621460e-02,3.149606287479400635e-02,3.307086601853370667e-02,1.889763772487640381e-02,5.039370059967041016e-02
5.932203307747840881e-02,2.542372792959213257e-02,1.694915257394313812e-02,6.779661029577255249e-02,8.474576473236083984e-02,8.474576473236083984e-02,8.474576286971569061e-03,7.627118378877639771e-02,8.474576286971569061e-03,6.779661029577255249e-02,5.932203307747840881e-02,5.084745585918426514e-02,1.186440661549568176e-01,5.084745585918426514e-02,3.389830514788627625e-02,9.322033822536468506e-02,8.474576286971569061e-03,2.542372792959213257e-02,8.474576286971569061e-03,5.084745585918426514e-02
2.244389057159423828e-02,3.740648552775382996e-02,6.982544064521789551e-02,4.239401593804359436e-02,3.491272032260894775e-02,5.486284568905830383e-02,2.992518804967403412e-02,1.845386624336242676e-01,2.992518804967403412e-02,1.072319224476814270e-01,3.740648552775382996e-02,5.486284568905830383e-02,3.241895511746406555e-02,2.244389057159423828e-02,2.493765577673912048e-02,3.491272032260894775e-02,2.244389057159423828e-02,5.735661089420318604e-02,7.730673253536224365e-02,2.244389057159423828e-02
1.086956541985273361e-02,2.626811712980270386e-02,1.268116012215614319e-02,2.264492772519588470e-02,1.449275389313697815e-02,1.449275389313697815e-02,2.264492772519588470e-02,4.800724610686302185e-02,9.963768534362316132e-03,2.717391401529312134e-02,6.340580061078071594e-03,4.981883987784385681e-02,2.717391401529312134e-02,1.358695700764656067e-02,1.539855077862739563e-02,1.811594143509864807e-02,3.079710304737091064e-01,1.548913121223449707e-01,1.784420311450958252e-01,1.902174018323421478e-02
